No,no_focal,date,subject,time,activity,TG,Groomer,Groomee
27454,C81,2019/3/14,Hen,36,F,G,NA,NA
27455,C81,2019/3/14,Hen,37,F,G,NA,NA
27456,C81,2019/3/14,Hen,38,F,G,NA,NA
27457,C81,2019/3/14,Hen,39,F,G,NA,NA
27458,C81,2019/3/14,Hen,40,F,G,NA,NA
27459,C81,2019/3/14,Hen,41,F,G,NA,NA
27460,C81,2019/3/14,Hen,42,F,G,NA,NA
27461,C81,2019/3/14,Hen,43,F,G,NA,NA
27462,C81,2019/3/14,Hen,44,F,G,NA,NA
27463,C81,2019/3/14,Hen,45,F,G,NA,NA
27464,C81,2019/3/14,Hen,46,F,G,NA,NA
27465,C81,2019/3/14,Hen,47,F,G,NA,NA
27466,C81,2019/3/14,Hen,48,F,G,NA,NA
27467,C81,2019/3/14,Hen,49,F,G,NA,NA
27468,C81,2019/3/14,Hen,50,F,G,NA,NA
27469,C81,2019/3/14,Hen,51,F,G,NA,NA
27470,C81,2019/3/14,Hen,52,F,G,NA,NA
27471,C81,2019/3/14,Hen,53,F,G,NA,NA
27472,C81,2019/3/14,Hen,54,F,G,NA,NA
27473,C81,2019/3/14,Hen,55,F,G,NA,NA
27474,C81,2019/3/14,Hen,56,F,G,NA,NA
27475,C81,2019/3/14,Hen,57,F,G,NA,NA
27476,C81,2019/3/14,Hen,58,F,G,NA,NA
27477,C81,2019/3/14,Hen,59,F,G,NA,NA
27478,C81,2019/3/14,Hen,60,F,G,NA,NA
27479,C81,2019/3/14,Hen,61,F,G,NA,NA
27480,C81,2019/3/14,Hen,62,F,G,NA,NA
27481,C81,2019/3/14,Hen,63,F,G,NA,NA
27482,C81,2019/3/14,Hen,64,F,G,NA,NA
27483,C81,2019/3/14,Hen,65,F,G,NA,NA
27484,C81,2019/3/14,Hen,66,F,G,NA,NA
27485,C81,2019/3/14,Hen,67,F,G,NA,NA
27486,C81,2019/3/14,Hen,68,F,G,NA,NA
27487,C81,2019/3/14,Hen,69,F,G,NA,NA
27488,C81,2019/3/14,Hen,70,F,G,NA,NA
27489,C81,2019/3/14,Hen,71,F,G,NA,NA
27490,C81,2019/3/14,Hen,72,F,G,NA,NA
27491,C81,2019/3/14,Hen,73,F,G,NA,NA
27492,C81,2019/3/14,Hen,74,F,G,NA,NA
27493,C81,2019/3/14,Hen,75,F,G,NA,NA
27494,C81,2019/3/14,Hen,76,F,G,NA,NA
27495,C81,2019/3/14,Hen,77,F,G,NA,NA
27496,C81,2019/3/14,Hen,78,F,G,NA,NA
27497,C81,2019/3/14,Hen,79,F,G,NA,NA
27498,C81,2019/3/14,Hen,80,F,G,NA,NA
27499,C81,2019/3/14,Hen,81,F,G,NA,NA
27500,C81,2019/3/14,Hen,82,F,G,NA,NA
27501,C81,2019/3/14,Hen,83,F,G,NA,NA
27502,C81,2019/3/14,Hen,84,F,G,NA,NA
27503,C81,2019/3/14,Hen,85,F,G,NA,NA
27504,C81,2019/3/14,Hen,86,F,G,NA,NA
27505,C81,2019/3/14,Hen,87,F,G,NA,NA
27506,C81,2019/3/14,Hen,88,F,G,NA,NA
27507,C81,2019/3/14,Hen,89,F,G,NA,NA
27508,C81,2019/3/14,Hen,90,F,G,NA,NA
27509,C82,2019/3/14,Mal,0,F,G,NA,NA
27510,C82,2019/3/14,Mal,1,F,G,NA,NA
27511,C82,2019/3/14,Mal,2,F,G,NA,NA
27512,C82,2019/3/14,Mal,3,F,G,NA,NA
27513,C82,2019/3/14,Mal,4,M,G,NA,NA
27514,C82,2019/3/14,Mal,5,M,G,NA,NA
27515,C82,2019/3/14,Mal,6,F,G,NA,NA
27516,C82,2019/3/14,Mal,7,M,G,NA,NA
27517,C82,2019/3/14,Mal,8,M,G,NA,NA
27518,C82,2019/3/14,Mal,9,F,G,NA,NA
27519,C82,2019/3/14,Mal,10,F,G,NA,NA
27520,C82,2019/3/14,Mal,11,F,G,NA,NA
27521,C82,2019/3/14,Mal,12,F,G,NA,NA
27522,C82,2019/3/14,Mal,13,F,G,NA,NA
27523,C82,2019/3/14,Mal,14,F,G,NA,NA
27524,C82,2019/3/14,Mal,15,F,G,NA,NA
27525,C82,2019/3/14,Mal,16,F,G,NA,NA
27526,C82,2019/3/14,Mal,17,F,G,NA,NA
27527,C82,2019/3/14,Mal,18,F,G,NA,NA
27528,C82,2019/3/14,Mal,19,F,G,NA,NA
27529,C82,2019/3/14,Mal,20,F,G,NA,NA
27530,C82,2019/3/14,Mal,21,F,G,NA,NA
27531,C82,2019/3/14,Mal,22,F,G,NA,NA
27532,C82,2019/3/14,Mal,23,F,G,NA,NA
27533,C82,2019/3/14,Mal,24,F,G,NA,NA
27534,C82,2019/3/14,Mal,25,F,G,NA,NA
27535,C82,2019/3/14,Mal,26,F,G,NA,NA
27536,C82,2019/3/14,Mal,27,F,G,NA,NA
27537,C82,2019/3/14,Mal,28,F,G,NA,NA
27538,C82,2019/3/14,Mal,29,F,G,NA,NA
27539,C82,2019/3/14,Mal,30,F,G,NA,NA
27540,C82,2019/3/14,Mal,31,F,G,NA,NA
27541,C82,2019/3/14,Mal,32,F,G,NA,NA
27542,C82,2019/3/14,Mal,33,F,G,NA,NA
27543,C82,2019/3/14,Mal,34,F,G,NA,NA
27544,C82,2019/3/14,Mal,35,F,G,NA,NA
27545,C82,2019/3/14,Mal,36,F,G,NA,NA
27546,C82,2019/3/14,Mal,37,F,G,NA,NA
27547,C82,2019/3/14,Mal,38,F,G,NA,NA
27548,C82,2019/3/14,Mal,39,F,G,NA,NA
27549,C82,2019/3/14,Mal,40,M,G,NA,NA
27550,C82,2019/3/14,Mal,41,F,G,NA,NA
27551,C82,2019/3/14,Mal,42,M,G,NA,NA
27552,C82,2019/3/14,Mal,43,M,G,NA,NA
27553,C82,2019/3/14,Mal,44,M,G,NA,NA
27554,C82,2019/3/14,Mal,45,F,G,NA,NA
27555,C82,2019/3/14,Mal,46,F,G,NA,NA
27556,C82,2019/3/14,Mal,47,F,G,NA,NA
27557,C82,2019/3/14,Mal,48,F,G,NA,NA
27558,C82,2019/3/14,Mal,49,F,G,NA,NA
27559,C82,2019/3/14,Mal,50,F,G,NA,NA
27560,C82,2019/3/14,Mal,51,F,G,NA,NA
27561,C82,2019/3/14,Mal,52,F,G,NA,NA
27562,C82,2019/3/14,Mal,53,F,G,NA,NA
27563,C82,2019/3/14,Mal,54,F,G,NA,NA
27564,C82,2019/3/14,Mal,55,M,G,NA,NA
27565,C82,2019/3/14,Mal,56,R,G,NA,NA
27566,C82,2019/3/14,Mal,57,M,G,NA,NA
27567,C82,2019/3/14,Mal,58,M,G,NA,NA
27568,C82,2019/3/14,Mal,59,M,G,NA,NA
27569,C82,2019/3/14,Mal,60,M,G,NA,NA
27570,C82,2019/3/14,Mal,61,M,G,NA,NA
27571,C82,2019/3/14,Mal,62,M,G,NA,NA
27572,C82,2019/3/14,Mal,63,F,G,NA,NA
27573,C82,2019/3/14,Mal,64,F,G,NA,NA
27574,C82,2019/3/14,Mal,65,F,G,NA,NA
27575,C82,2019/3/14,Mal,66,F,G,NA,NA
27576,C82,2019/3/14,Mal,67,F,G,NA,NA
27577,C82,2019/3/14,Mal,68,F,G,NA,NA
27578,C82,2019/3/14,Mal,69,R,G,NA,NA
27579,C82,2019/3/14,Mal,70,F,G,NA,NA
27580,C82,2019/3/14,Mal,71,F,G,NA,NA
27581,C82,2019/3/14,Mal,72,F,G,NA,NA
27582,C82,2019/3/14,Mal,73,F,G,NA,NA
27583,C82,2019/3/14,Mal,74,M,G,NA,NA
27584,C82,2019/3/14,Mal,75,F,G,NA,NA
27585,C82,2019/3/14,Mal,76,R,G,NA,NA
27586,C82,2019/3/14,Mal,77,F,G,NA,NA
27587,C82,2019/3/14,Mal,78,M,G,NA,NA
27588,C82,2019/3/14,Mal,79,F,G,NA,NA
27589,C82,2019/3/14,Mal,80,F,G,NA,NA
27590,C82,2019/3/14,Mal,81,F,G,NA,NA
27591,C82,2019/3/14,Mal,82,R,G,NA,NA
27592,C82,2019/3/14,Mal,83,F,G,NA,NA
27593,C82,2019/3/14,Mal,84,F,G,NA,NA
27594,C82,2019/3/14,Mal,85,F,G,NA,NA
27595,C82,2019/3/14,Mal,86,F,G,NA,NA
27596,C82,2019/3/14,Mal,87,F,G,NA,NA
27597,C82,2019/3/14,Mal,88,F,G,NA,NA
27598,C82,2019/3/14,Mal,89,F,G,NA,NA
27599,C82,2019/3/14,Mal,90,F,G,NA,NA
27600,C83,2019/3/15,Kur,0,F,G,NA,NA
27601,C83,2019/3/15,Kur,1,F,G,NA,NA
27602,C83,2019/3/15,Kur,2,F,G,NA,NA
27603,C83,2019/3/15,Kur,3,F,G,NA,NA
27604,C83,2019/3/15,Kur,4,F,G,NA,NA
27605,C83,2019/3/15,Kur,5,F,G,NA,NA
27606,C83,2019/3/15,Kur,6,F,G,NA,NA
27607,C83,2019/3/15,Kur,7,F,G,NA,NA
27608,C83,2019/3/15,Kur,8,F,G,NA,NA
27609,C83,2019/3/15,Kur,9,F,G,NA,NA
27610,C83,2019/3/15,Kur,10,F,G,NA,NA
27611,C83,2019/3/15,Kur,11,F,G,NA,NA
27612,C83,2019/3/15,Kur,12,F,G,NA,NA
27613,C83,2019/3/15,Kur,13,F,G,NA,NA
27614,C83,2019/3/15,Kur,14,F,G,NA,NA
27615,C83,2019/3/15,Kur,15,F,G,NA,NA
27616,C83,2019/3/15,Kur,16,F,G,NA,NA
27617,C83,2019/3/15,Kur,17,F,G,NA,NA
27618,C83,2019/3/15,Kur,18,F,G,NA,NA
27619,C83,2019/3/15,Kur,19,F,G,NA,NA
27620,C83,2019/3/15,Kur,20,F,G,NA,NA
27621,C83,2019/3/15,Kur,21,F,G,NA,NA
27622,C83,2019/3/15,Kur,22,F,G,NA,NA
27623,C83,2019/3/15,Kur,23,F,G,NA,NA
27624,C83,2019/3/15,Kur,24,F,G,NA,NA
27625,C83,2019/3/15,Kur,25,F,G,NA,NA
27626,C83,2019/3/15,Kur,26,F,G,NA,NA
27627,C83,2019/3/15,Kur,27,F,G,NA,NA
27628,C83,2019/3/15,Kur,28,F,G,NA,NA
27629,C83,2019/3/15,Kur,29,F,G,NA,NA
27630,C83,2019/3/15,Kur,30,F,G,NA,NA
27631,C83,2019/3/15,Kur,31,F,G,NA,NA
27632,C83,2019/3/15,Kur,32,F,G,NA,NA
27633,C83,2019/3/15,Kur,33,F,G,NA,NA
27634,C83,2019/3/15,Kur,34,F,G,NA,NA
27635,C83,2019/3/15,Kur,35,F,G,NA,NA
27636,C83,2019/3/15,Kur,36,F,G,NA,NA
27637,C83,2019/3/15,Kur,37,F,G,NA,NA
27638,C83,2019/3/15,Kur,38,F,G,NA,NA
27639,C83,2019/3/15,Kur,39,F,G,NA,NA
27640,C83,2019/3/15,Kur,40,F,G,NA,NA
27641,C83,2019/3/15,Kur,41,F,G,NA,NA
27642,C83,2019/3/15,Kur,42,F,G,NA,NA
27643,C83,2019/3/15,Kur,43,R,G,NA,NA
27644,C83,2019/3/15,Kur,44,F,G,NA,NA
27645,C83,2019/3/15,Kur,45,F,G,NA,NA
27646,C83,2019/3/15,Kur,46,F,G,NA,NA
27647,C83,2019/3/15,Kur,47,M,G,NA,NA
27648,C83,2019/3/15,Kur,48,F,G,NA,NA
27649,C83,2019/3/15,Kur,49,F,G,NA,NA
27650,C83,2019/3/15,Kur,50,F,G,NA,NA
27651,C83,2019/3/15,Kur,51,M,G,NA,NA
27652,C83,2019/3/15,Kur,52,F,G,NA,NA
27653,C83,2019/3/15,Kur,53,F,G,NA,NA
27654,C83,2019/3/15,Kur,54,F,G,NA,NA
27655,C83,2019/3/15,Kur,55,M,G,NA,NA
27656,C83,2019/3/15,Kur,56,F,G,NA,NA
27657,C83,2019/3/15,Kur,57,F,G,NA,NA
27658,C83,2019/3/15,Kur,58,F,G,NA,NA
27659,C83,2019/3/15,Kur,59,M,G,NA,NA
27660,C83,2019/3/15,Kur,60,F,G,NA,NA
27661,C83,2019/3/15,Kur,61,M,G,NA,NA
27662,C83,2019/3/15,Kur,62,F,G,NA,NA
27663,C83,2019/3/15,Kur,63,F,G,NA,NA
27664,C83,2019/3/15,Kur,64,F,G,NA,NA
27665,C83,2019/3/15,Kur,65,M,G,NA,NA
27666,C83,2019/3/15,Kur,66,F,G,NA,NA
27667,C83,2019/3/15,Kur,67,F,G,NA,NA
27668,C83,2019/3/15,Kur,68,F,G,NA,NA
27669,C83,2019/3/15,Kur,69,F,G,NA,NA
27670,C83,2019/3/15,Kur,70,F,G,NA,NA
27671,C83,2019/3/15,Kur,71,F,G,NA,NA
27672,C83,2019/3/15,Kur,72,F,G,NA,NA
27673,C83,2019/3/15,Kur,73,F,G,NA,NA
27674,C83,2019/3/15,Kur,74,F,G,NA,NA
27675,C83,2019/3/15,Kur,75,F,G,NA,NA
27676,C83,2019/3/15,Kur,76,F,G,NA,NA
27677,C83,2019/3/15,Kur,77,F,G,NA,NA
27678,C83,2019/3/15,Kur,78,F,G,NA,NA
27679,C83,2019/3/15,Kur,79,F,G,NA,NA
27680,C83,2019/3/15,Kur,80,F,G,NA,NA
27681,C83,2019/3/15,Kur,81,F,G,NA,NA
27682,C83,2019/3/15,Kur,82,F,G,NA,NA
27683,C83,2019/3/15,Kur,83,F,G,NA,NA
27684,C83,2019/3/15,Kur,84,F,G,NA,NA
27685,C83,2019/3/15,Kur,85,F,G,NA,NA
27686,C83,2019/3/15,Kur,86,F,G,NA,NA
27687,C83,2019/3/15,Kur,87,F,G,NA,NA
27688,C83,2019/3/15,Kur,88,F,G,NA,NA
27689,C83,2019/3/15,Kur,89,F,G,NA,NA
27690,C83,2019/3/15,Kur,90,F,G,NA,NA
27691,C84,2019/3/15,Aka,0,F,G,NA,NA
27692,C84,2019/3/15,Aka,1,F,G,NA,NA
27693,C84,2019/3/15,Aka,2,F,G,NA,NA
27694,C84,2019/3/15,Aka,3,F,G,NA,NA
27695,C84,2019/3/15,Aka,4,F,G,NA,NA
27696,C84,2019/3/15,Aka,5,F,G,NA,NA
27697,C84,2019/3/15,Aka,6,F,G,NA,NA
27698,C84,2019/3/15,Aka,7,F,G,NA,NA
27699,C84,2019/3/15,Aka,8,F,G,NA,NA
27700,C84,2019/3/15,Aka,9,F,G,NA,NA
27701,C84,2019/3/15,Aka,10,F,G,NA,NA
27702,C84,2019/3/15,Aka,11,F,G,NA,NA
27703,C84,2019/3/15,Aka,12,F,G,NA,NA
27704,C84,2019/3/15,Aka,13,F,G,NA,NA
27705,C84,2019/3/15,Aka,14,F,G,NA,NA
27706,C84,2019/3/15,Aka,15,M,G,NA,NA
27707,C84,2019/3/15,Aka,16,F,G,NA,NA
27708,C84,2019/3/15,Aka,17,M,G,NA,NA
27709,C84,2019/3/15,Aka,18,F,G,NA,NA
27710,C84,2019/3/15,Aka,19,F,G,NA,NA
27711,C84,2019/3/15,Aka,20,F,G,NA,NA
27712,C84,2019/3/15,Aka,21,F,G,NA,NA
27713,C84,2019/3/15,Aka,22,F,G,NA,NA
27714,C84,2019/3/15,Aka,23,F,G,NA,NA
27715,C84,2019/3/15,Aka,24,F,G,NA,NA
27716,C84,2019/3/15,Aka,25,F,G,NA,NA
27717,C84,2019/3/15,Aka,26,F,G,NA,NA
27718,C84,2019/3/15,Aka,27,F,G,NA,NA
27719,C84,2019/3/15,Aka,28,F,G,NA,NA
27720,C84,2019/3/15,Aka,29,F,G,NA,NA
27721,C84,2019/3/15,Aka,30,F,G,NA,NA
27722,C84,2019/3/15,Aka,31,F,G,NA,NA
27723,C84,2019/3/15,Aka,32,F,G,NA,NA
27724,C84,2019/3/15,Aka,33,F,G,NA,NA
27725,C84,2019/3/15,Aka,34,F,G,NA,NA
27726,C84,2019/3/15,Aka,35,F,G,NA,NA
27727,C84,2019/3/15,Aka,36,F,G,NA,NA
27728,C84,2019/3/15,Aka,37,F,G,NA,NA
27729,C84,2019/3/15,Aka,38,F,G,NA,NA
27730,C84,2019/3/15,Aka,39,F,G,NA,NA
27731,C84,2019/3/15,Aka,40,F,G,NA,NA
27732,C84,2019/3/15,Aka,41,F,G,NA,NA
27733,C84,2019/3/15,Aka,42,F,G,NA,NA
27734,C84,2019/3/15,Aka,43,F,G,NA,NA
27735,C84,2019/3/15,Aka,44,F,G,NA,NA
27736,C84,2019/3/15,Aka,45,F,G,NA,NA
27737,C84,2019/3/15,Aka,46,F,G,NA,NA
27738,C84,2019/3/15,Aka,47,F,G,NA,NA
27739,C84,2019/3/15,Aka,48,F,G,NA,NA
27740,C84,2019/3/15,Aka,49,F,G,NA,NA
27741,C84,2019/3/15,Aka,50,F,G,NA,NA
27742,C84,2019/3/15,Aka,51,F,G,NA,NA
27743,C84,2019/3/15,Aka,52,F,G,NA,NA
27744,C84,2019/3/15,Aka,53,F,G,NA,NA
27745,C84,2019/3/15,Aka,54,F,G,NA,NA
27746,C84,2019/3/15,Aka,55,F,G,NA,NA
27747,C84,2019/3/15,Aka,56,F,G,NA,NA
27748,C84,2019/3/15,Aka,57,F,G,NA,NA
27749,C84,2019/3/15,Aka,58,F,G,NA,NA
27750,C84,2019/3/15,Aka,59,F,G,NA,NA
27751,C84,2019/3/15,Aka,60,F,G,NA,NA
27752,C84,2019/3/15,Aka,61,F,G,NA,NA
27753,C84,2019/3/15,Aka,62,F,G,NA,NA
27754,C84,2019/3/15,Aka,63,F,G,NA,NA
27755,C84,2019/3/15,Aka,64,F,G,NA,NA
27756,C84,2019/3/15,Aka,65,F,G,NA,NA
27757,C84,2019/3/15,Aka,66,F,G,NA,NA
27758,C84,2019/3/15,Aka,67,F,G,NA,NA
27759,C84,2019/3/15,Aka,68,F,G,NA,NA
27760,C84,2019/3/15,Aka,69,F,G,NA,NA
27761,C84,2019/3/15,Aka,70,F,G,NA,NA
27762,C84,2019/3/15,Aka,71,F,G,NA,NA
27763,C84,2019/3/15,Aka,72,F,G,NA,NA
27764,C84,2019/3/15,Aka,73,F,G,NA,NA
27765,C84,2019/3/15,Aka,74,F,G,NA,NA
27766,C84,2019/3/15,Aka,75,F,G,NA,NA
27767,C84,2019/3/15,Aka,76,F,G,NA,NA
27768,C84,2019/3/15,Aka,77,F,G,NA,NA
27769,C84,2019/3/15,Aka,78,F,G,NA,NA
27770,C84,2019/3/15,Aka,79,F,G,NA,NA
27771,C84,2019/3/15,Aka,80,F,G,NA,NA
27772,C84,2019/3/15,Aka,81,F,G,NA,NA
27773,C84,2019/3/15,Aka,82,F,G,NA,NA
27774,C84,2019/3/15,Aka,83,F,G,NA,NA
27775,C84,2019/3/15,Aka,84,F,G,NA,NA
27776,C84,2019/3/15,Aka,85,F,G,NA,NA
27777,C84,2019/3/15,Aka,86,F,G,NA,NA
27778,C84,2019/3/15,Aka,87,F,G,NA,NA
27779,C84,2019/3/15,Aka,88,F,G,NA,NA
27780,C84,2019/3/15,Aka,89,F,G,NA,NA
27781,C84,2019/3/15,Aka,90,F,G,NA,NA
27782,C85,2019/3/15,Hot,0,F,G,NA,NA
27783,C85,2019/3/15,Hot,1,F,G,NA,NA
27784,C85,2019/3/15,Hot,2,F,G,NA,NA
27785,C85,2019/3/15,Hot,3,F,G,NA,NA
27786,C85,2019/3/15,Hot,4,M,G,NA,NA
27787,C85,2019/3/15,Hot,5,M,G,NA,NA
27788,C85,2019/3/15,Hot,6,R,G,NA,NA
27789,C85,2019/3/15,Hot,7,F,G,NA,NA
27790,C85,2019/3/15,Hot,8,F,G,NA,NA
27791,C85,2019/3/15,Hot,9,F,G,NA,NA
27792,C85,2019/3/15,Hot,10,F,G,NA,NA
27793,C85,2019/3/15,Hot,11,R,G,NA,NA
27794,C85,2019/3/15,Hot,12,R,G,NA,NA
27795,C85,2019/3/15,Hot,13,F,G,NA,NA
27796,C85,2019/3/15,Hot,14,F,G,NA,NA
27797,C85,2019/3/15,Hot,15,F,G,NA,NA
27798,C85,2019/3/15,Hot,16,F,G,NA,NA
27799,C85,2019/3/15,Hot,17,F,G,NA,NA
27800,C85,2019/3/15,Hot,18,F,G,NA,NA
27801,C85,2019/3/15,Hot,19,F,G,NA,NA
27802,C85,2019/3/15,Hot,20,F,G,NA,NA
27803,C85,2019/3/15,Hot,21,F,G,NA,NA
27804,C85,2019/3/15,Hot,22,F,G,NA,NA
27805,C85,2019/3/15,Hot,23,F,G,NA,NA
27806,C85,2019/3/15,Hot,24,F,G,NA,NA
27807,C85,2019/3/15,Hot,25,F,G,NA,NA
27808,C85,2019/3/15,Hot,26,M,G,NA,NA
27809,C85,2019/3/15,Hot,27,O,G,NA,NA
27810,C85,2019/3/15,Hot,28,F,T,NA,NA
27811,C85,2019/3/15,Hot,29,F,T,NA,NA
27812,C85,2019/3/15,Hot,30,F,T,NA,NA
27813,C85,2019/3/15,Hot,31,F,T,NA,NA
27814,C85,2019/3/15,Hot,32,F,T,NA,NA
27815,C85,2019/3/15,Hot,33,F,T,NA,NA
27816,C85,2019/3/15,Hot,34,F,T,NA,NA
27817,C85,2019/3/15,Hot,35,F,T,NA,NA
27818,C85,2019/3/15,Hot,36,F,T,NA,NA
27819,C85,2019/3/15,Hot,37,F,T,NA,NA
27820,C85,2019/3/15,Hot,38,F,T,NA,NA
27821,C85,2019/3/15,Hot,39,F,T,NA,NA
27822,C85,2019/3/15,Hot,40,F,T,NA,NA
27823,C85,2019/3/15,Hot,41,F,T,NA,NA
27824,C85,2019/3/15,Hot,42,F,T,NA,NA
27825,C85,2019/3/15,Hot,43,F,T,NA,NA
27826,C85,2019/3/15,Hot,44,F,T,NA,NA
27827,C85,2019/3/15,Hot,45,F,T,NA,NA
27828,C85,2019/3/15,Hot,46,F,T,NA,NA
27829,C85,2019/3/15,Hot,47,F,T,NA,NA
27830,C85,2019/3/15,Hot,48,F,T,NA,NA
27831,C85,2019/3/15,Hot,49,F,T,NA,NA
27832,C85,2019/3/15,Hot,50,F,T,NA,NA
27833,C85,2019/3/15,Hot,51,F,T,NA,NA
27834,C85,2019/3/15,Hot,52,F,T,NA,NA
27835,C85,2019/3/15,Hot,53,F,T,NA,NA
27836,C85,2019/3/15,Hot,54,M,G,NA,NA
27837,C85,2019/3/15,Hot,55,F,G,NA,NA
27838,C85,2019/3/15,Hot,56,M,G,NA,NA
27839,C85,2019/3/15,Hot,57,R,T,NA,NA
27840,C85,2019/3/15,Hot,58,M,G,NA,NA
27841,C85,2019/3/15,Hot,59,F,G,NA,NA
27842,C85,2019/3/15,Hot,60,M,G,NA,NA
27843,C85,2019/3/15,Hot,61,F,G,NA,NA
27844,C85,2019/3/15,Hot,62,F,G,NA,NA
27845,C85,2019/3/15,Hot,63,F,G,NA,NA
27846,C85,2019/3/15,Hot,64,F,G,NA,NA
27847,C85,2019/3/15,Hot,65,F,G,NA,NA
27848,C85,2019/3/15,Hot,66,F,G,NA,NA
27849,C85,2019/3/15,Hot,67,F,G,NA,NA
27850,C85,2019/3/15,Hot,68,F,T,NA,NA
27851,C85,2019/3/15,Hot,69,F,T,NA,NA
27852,C85,2019/3/15,Hot,70,F,T,NA,NA
27853,C85,2019/3/15,Hot,71,F,T,NA,NA
27854,C85,2019/3/15,Hot,72,F,T,NA,NA
27855,C85,2019/3/15,Hot,73,F,T,NA,NA
27856,C85,2019/3/15,Hot,74,F,T,NA,NA
27857,C85,2019/3/15,Hot,75,F,T,NA,NA
27858,C85,2019/3/15,Hot,76,F,T,NA,NA
27859,C85,2019/3/15,Hot,77,F,T,NA,NA
27860,C85,2019/3/15,Hot,78,F,G,NA,NA
27861,C85,2019/3/15,Hot,79,F,G,NA,NA
27862,C85,2019/3/15,Hot,80,F,G,NA,NA
27863,C85,2019/3/15,Hot,81,F,G,NA,NA
27864,C85,2019/3/15,Hot,82,F,G,NA,NA
27865,C85,2019/3/15,Hot,83,F,G,NA,NA
27866,C85,2019/3/15,Hot,84,F,G,NA,NA
27867,C85,2019/3/15,Hot,85,R,G,NA,NA
27868,C85,2019/3/15,Hot,86,M,G,NA,NA
27869,C85,2019/3/15,Hot,87,M,G,NA,NA
27870,C85,2019/3/15,Hot,88,F,T,NA,NA
27871,C85,2019/3/15,Hot,89,F,T,NA,NA
27872,C85,2019/3/15,Hot,90,F,T,NA,NA
27873,C86,2019/3/16,Ten,0,R,G,NA,NA
27874,C86,2019/3/16,Ten,1,R,G,NA,NA
27875,C86,2019/3/16,Ten,2,G,G,Ten,Yu
27876,C86,2019/3/16,Ten,3,F,G,NA,NA
27877,C86,2019/3/16,Ten,4,F,G,NA,NA
27878,C86,2019/3/16,Ten,5,M,G,NA,NA
27879,C86,2019/3/16,Ten,6,G,G,Ten,Yu
27880,C86,2019/3/16,Ten,7,G,G,Ten,Yu
27881,C86,2019/3/16,Ten,8,F,G,NA,NA
27882,C86,2019/3/16,Ten,9,F,G,NA,NA
27883,C86,2019/3/16,Ten,10,M,G,NA,NA
27884,C86,2019/3/16,Ten,11,R,G,NA,NA
27885,C86,2019/3/16,Ten,12,G,G,Yu,Ten
27886,C86,2019/3/16,Ten,13,G,G,Yu,Ten
27887,C86,2019/3/16,Ten,14,G,G,Yu,Ten
27888,C86,2019/3/16,Ten,15,G,G,Ten,Yu
27889,C86,2019/3/16,Ten,16,G,G,Ten,Yu
27890,C86,2019/3/16,Ten,17,G,G,Ten,Yu
27891,C86,2019/3/16,Ten,18,G,G,Yu,Ten
27892,C86,2019/3/16,Ten,19,G,G,Yu,Ten
27893,C86,2019/3/16,Ten,20,G,G,Yu,Ten
27894,C86,2019/3/16,Ten,21,G,G,Yu,Ten
27895,C86,2019/3/16,Ten,22,G,G,Ten,Yu
27896,C86,2019/3/16,Ten,23,G,G,Ntr,Ten
27897,C86,2019/3/16,Ten,24,G,G,Ten,Ntr
27898,C86,2019/3/16,Ten,25,G,G,Ten,Ntr
27899,C86,2019/3/16,Ten,26,G,G,Ten,Ntr
27900,C86,2019/3/16,Ten,27,G,G,Ntr,Ten
27901,C86,2019/3/16,Ten,28,G,G,Ntr,Ten
27902,C86,2019/3/16,Ten,29,G,G,Ntr,Ten
27903,C86,2019/3/16,Ten,30,G,G,Ntr,Ten
27904,C86,2019/3/16,Ten,31,G,G,Ntr,Ten
27905,C86,2019/3/16,Ten,32,G,G,Ten,Ntr
27906,C86,2019/3/16,Ten,33,G,G,Ten,Ntr
27907,C86,2019/3/16,Ten,34,G,G,Ten,Ntr
27908,C86,2019/3/16,Ten,35,G,G,Ten,Ntr
27909,C86,2019/3/16,Ten,36,G,G,Ten,Ntr
27910,C86,2019/3/16,Ten,37,R,G,NA,NA
27911,C86,2019/3/16,Ten,38,G,G,Ntr,Ten
27912,C86,2019/3/16,Ten,39,G,G,Ntr,Ten
27913,C86,2019/3/16,Ten,40,G,G,Ntr,Ten
27914,C86,2019/3/16,Ten,41,G,G,Ntr,Ten
27915,C86,2019/3/16,Ten,42,G,G,Ten,Ntr
27916,C86,2019/3/16,Ten,43,G,G,Ten,Ntr
27917,C86,2019/3/16,Ten,44,G,G,Ten,Ntr
27918,C86,2019/3/16,Ten,45,R,G,NA,NA
27919,C86,2019/3/16,Ten,46,G,G,Ten,Ntr
27920,C86,2019/3/16,Ten,47,R,G,NA,NA
27921,C86,2019/3/16,Ten,48,R,G,NA,NA
27922,C86,2019/3/16,Ten,49,G,G,Yu,Ten
27923,C86,2019/3/16,Ten,50,G,G,Ntr,Ten
27924,C86,2019/3/16,Ten,51,R,G,NA,NA
27925,C86,2019/3/16,Ten,52,R,G,NA,NA
27926,C86,2019/3/16,Ten,53,G,G,Yu,Ten
27927,C86,2019/3/16,Ten,54,R,G,NA,NA
27928,C86,2019/3/16,Ten,55,R,G,NA,NA
27929,C86,2019/3/16,Ten,56,M,G,NA,NA
27930,C86,2019/3/16,Ten,57,M,G,NA,NA
27931,C86,2019/3/16,Ten,58,F,G,NA,NA
